"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2018","Total","Female","109","Data tabulated by year of occurrence","Final figure, complete","2020","35",""
"France","2018","Total","Female","110 +","Data tabulated by year of occurrence","Final figure, complete","2020","18",""
"Germany","2019","Total","Both Sexes","Total","Data tabulated by year of occurrence","Final figure, complete","2021","939520",""
"Germany","2019","Total","Both Sexes","0","Data tabulated by year of occurrence","Final figure, complete","2021","2485",""
"Germany","2019","Total","Both Sexes","1","Data tabulated by year of occurrence","Final figure, complete","2021","182",""
"Germany","2019","Total","Both Sexes","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2021","467",""
"Germany","2019","Total","Both Sexes","2","Data tabulated by year of occurrence","Final figure, complete","2021","114",""
"Germany","2019","Total","Both Sexes","3","Data tabulated by year of occurrence","Final figure, complete","2021","88",""
"Germany","2019","Total","Both Sexes","4","Data tabulated by year of occurrence","Final figure, complete","2021","83",""
"Germany","2019","Total","Both Sexes","5","Data tabulated by year of occurrence","Final figure, complete","2021","79",""
"Germany","2019","Total","Both Sexes","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2021","290",""
"Germany","2019","Total","Both Sexes","6","Data tabulated by year of occurrence","Final figure, complete","2021","67",""
"Germany","2019","Total","Both Sexes","7","Data tabulated by year of occurrence","Final figure, complete","2021","56",""
"Germany","2019","Total","Both Sexes","8","Data tabulated by year of occurrence","Final figure, complete","2021","46",""
"Germany","2019","Total","Both Sexes","9","Data tabulated by year of occurrence","Final figure, complete","2021","42",""
"Germany","2019","Total","Both Sexes","10","Data tabulated by year of occurrence","Final figure, complete","2021","47",""
"Germany","2019","Total","Both Sexes","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2021","314",""
"Germany","2019","Total","Both Sexes","11","Data tabulated by year of occurrence","Final figure, complete","2021","62",""
"Germany","2019","Total","Both Sexes","12","Data tabulated by year of occurrence","Final figure, complete","2021","57",""
"Germany","2019","Total","Both Sexes","13","Data tabulated by year of occurrence","Final figure, complete","2021","65",""
"Germany","2019","Total","Both Sexes","14","Data tabulated by year of occurrence","Final figure, complete","2021","83",""
"Germany","2019","Total","Both Sexes","15","Data tabulated by year of occurrence","Final figure, complete","2021","103",""
"Germany","2019","Total","Both Sexes","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2021","874",""
"Germany","2019","Total","Both Sexes","16","Data tabulated by year of occurrence","Final figure, complete","2021","124",""
"Germany","2019","Total","Both Sexes","17","Data tabulated by year of occurrence","Final figure, complete","2021","156",""
"Germany","2019","Total","Both Sexes","18","Data tabulated by year of occurrence","Final figure, complete","2021","242",""
"Germany","2019","Total","Both Sexes","19","Data tabulated by year of occurrence","Final figure, complete","2021","249",""
"Germany","2019","Total","Both Sexes","20","Data tabulated by year of occurrence","Final figure, complete","2021","258",""
"Germany","2019","Total","Both Sexes","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2021","1350",""
"Germany","2019","Total","Both Sexes","21","Data tabulated by year of occurrence","Final figure, complete","2021","259",""
"Germany","2019","Total","Both Sexes","22","Data tabulated by year of occurrence","Final figure, complete","2021","288",""
"Germany","2019","Total","Both Sexes","23","Data tabulated by year of occurrence","Final figure, complete","2021","253",""
"Germany","2019","Total","Both Sexes","24","Data tabulated by year of occurrence","Final figure, complete","2021","292",""
"Germany","2019","Total","Both Sexes","25","Data tabulated by year of occurrence","Final figure, complete","2021","308",""
"Germany","2019","Total","Both Sexes","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2021","1745",""
"Germany","2019","Total","Both Sexes","26","Data tabulated by year of occurrence","Final figure, complete","2021","292",""
"Germany","2019","Total","Both Sexes","27","Data tabulated by year of occurrence","Final figure, complete","2021","343",""
"Germany","2019","Total","Both Sexes","28","Data tabulated by year of occurrence","Final figure, complete","2021","397",""
"Germany","2019","Total","Both Sexes","29","Data tabulated by year of occurrence","Final figure, complete","2021","405",""
"Germany","2019","Total","Both Sexes","30","Data tabulated by year of occurrence","Final figure, complete","2021","444",""
"Germany","2019","Total","Both Sexes","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2021","2635",""
"Germany","2019","Total","Both Sexes","31","Data tabulated by year of occurrence","Final figure, complete","2021","532",""
"Germany","2019","Total","Both Sexes","32","Data tabulated by year of occurrence","Final figure, complete","2021","560",""
"Germany","2019","Total","Both Sexes","33","Data tabulated by year of occurrence","Final figure, complete","2021","542",""
"Germany","2019","Total","Both Sexes","34","Data tabulated by year of occurrence","Final figure, complete","2021","557",""
"Germany","2019","Total","Both Sexes","35","Data tabulated by year of occurrence","Final figure, complete","2021","644",""
"Germany","2019","Total","Both Sexes","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2021","3899",""
"Germany","2019","Total","Both Sexes","36","Data tabulated by year of occurrence","Final figure, complete","2021","746",""
"Germany","2019","Total","Both Sexes","37","Data tabulated by year of occurrence","Final figure, complete","2021","816",""
"Germany","2019","Total","Both Sexes","38","Data tabulated by year of occurrence","Final figure, complete","2021","782",""
"Germany","2019","Total","Both Sexes","39","Data tabulated by year of occurrence","Final figure, complete","2021","911",""
"Germany","2019","Total","Both Sexes","40","Data tabulated by year of occurrence","Final figure, complete","2021","921",""
"Germany","2019","Total","Both Sexes","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2021","5435",""
"Germany","2019","Total","Both Sexes","41","Data tabulated by year of occurrence","Final figure, complete","2021","1088",""
"Germany","2019","Total","Both Sexes","42","Data tabulated by year of occurrence","Final figure, complete","2021","1049",""
"Germany","2019","Total","Both Sexes","43","Data tabulated by year of occurrence","Final figure, complete","2021","1154",""
"Germany","2019","Total","Both Sexes","44","Data tabulated by year of occurrence","Final figure, complete","2021","1223",""
"Germany","2019","Total","Both Sexes","45","Data tabulated by year of occurrence","Final figure, complete","2021","1371",""
"Germany","2019","Total","Both Sexes","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2021","10140",""
"Germany","2019","Total","Both Sexes","46","Data tabulated by year of occurrence","Final figure, complete","2021","1601",""
"Germany","2019","Total","Both Sexes","47","Data tabulated by year of occurrence","Final figure, complete","2021","2043",""
"Germany","2019","Total","Both Sexes","48","Data tabulated by year of occurrence","Final figure, complete","2021","2358",""
"Germany","2019","Total","Both Sexes","49","Data tabulated by year of occurrence","Final figure, complete","2021","2767",""
"Germany","2019","Total","Both Sexes","50","Data tabulated by year of occurrence","Final figure, complete","2021","3237",""
"Germany","2019","Total","Both Sexes","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2021","21415",""
"Germany","2019","Total","Both Sexes","51","Data tabulated by year of occurrence","Final figure, complete","2021","3718",""
"Germany","2019","Total","Both Sexes","52","Data tabulated by year of occurrence","Final figure, complete","2021","4265",""
"Germany","2019","Total","Both Sexes","53","Data tabulated by year of occurrence","Final figure, complete","2021","4829",""
"Germany","2019","Total","Both Sexes","54","Data tabulated by year of occurrence","Final figure, complete","2021","5366",""
"Germany","2019","Total","Both Sexes","55","Data tabulated by year of occurrence","Final figure, complete","2021","6015",""
"Germany","2019","Total","Both Sexes","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2021","35552",""
"Germany","2019","Total","Both Sexes","56","Data tabulated by year of occurrence","Final figure, complete","2021","6592",""
"Germany","2019","Total","Both Sexes","57","Data tabulated by year of occurrence","Final figure, complete","2021","7172",""
"Germany","2019","Total","Both Sexes","58","Data tabulated by year of occurrence","Final figure, complete","2021","7488",""
"Germany","2019","Total","Both Sexes","59","Data tabulated by year of occurrence","Final figure, complete","2021","8285",""
"Germany","2019","Total","Both Sexes","60","Data tabulated by year of occurrence","Final figure, complete","2021","8613",""
"Germany","2019","Total","Both Sexes","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2021","48966",""
"Germany","2019","Total","Both Sexes","61","Data tabulated by year of occurrence","Final figure, complete","2021","9090",""
"Germany","2019","Total","Both Sexes","62","Data tabulated by year of occurrence","Final figure, complete","2021","9836",""
"Germany","2019","Total","Both Sexes","63","Data tabulated by year of occurrence","Final figure, complete","2021","10474",""
"Germany","2019","Total","Both Sexes","64","Data tabulated by year of occurrence","Final figure, complete","2021","10953",""
"Germany","2019","Total","Both Sexes","65","Data tabulated by year of occurrence","Final figure, complete","2021","11520",""
"Germany","2019","Total","Both Sexes","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2021","65504",""
"Germany","2019","Total","Both Sexes","66","Data tabulated by year of occurrence","Final figure, complete","2021","12394",""
"Germany","2019","Total","Both Sexes","67","Data tabulated by year of occurrence","Final figure, complete","2021","13145",""
"Germany","2019","Total","Both Sexes","68","Data tabulated by year of occurrence","Final figure, complete","2021","13713",""
"Germany","2019","Total","Both Sexes","69","Data tabulated by year of occurrence","Final figure, complete","2021","14732",""
"Germany","2019","Total","Both Sexes","70","Data tabulated by year of occurrence","Final figure, complete","2021","15012",""
"Germany","2019","Total","Both Sexes","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2021","73890",""
"Germany","2019","Total","Both Sexes","71","Data tabulated by year of occurrence","Final figure, complete","2021","14654",""
"Germany","2019","Total","Both Sexes","72","Data tabulated by year of occurrence","Final figure, complete","2021","14968",""
"Germany","2019","Total","Both Sexes","73","Data tabulated by year of occurrence","Final figure, complete","2021","12848",""
"Germany","2019","Total","Both Sexes","74","Data tabulated by year of occurrence","Final figure, complete","2021","16408",""
"Germany","2019","Total","Both Sexes","75","Data tabulated by year of occurrence","Final figure, complete","2021","20193",""
"Germany","2019","Total","Both Sexes","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2021","129065",""
"Germany","2019","Total","Both Sexes","76","Data tabulated by year of occurrence","Final figure, complete","2021","20713",""
"Germany","2019","Total","Both Sexes","77","Data tabulated by year of occurrence","Final figure, complete","2021","25117",""
"Germany","2019","Total","Both Sexes","78","Data tabulated by year of occurrence","Final figure, complete","2021","29348",""
"Germany","2019","Total","Both Sexes","79","Data tabulated by year of occurrence","Final figure, complete","2021","33694",""
"Germany","2019","Total","Both Sexes","80","Data tabulated by year of occurrence","Final figure, complete","2021","34526",""
"Germany","2019","Total","Both Sexes","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2021","181439",""
"Germany","2019","Total","Both Sexes","81","Data tabulated by year of occurrence","Final figure, complete","2021","34841",""
"Germany","2019","Total","Both Sexes","82","Data tabulated by year of occurrence","Final figure, complete","2021","35893",""
"Germany","2019","Total","Both Sexes","83","Data tabulated by year of occurrence","Final figure, complete","2021","37411",""
"Germany","2019","Total","Both Sexes","84","Data tabulated by year of occurrence","Final figure, complete","2021","38768",""
"Germany","2019","Total","Both Sexes","85","Data tabulated by year of occurrence","Final figure, complete","2021","33963",""
"Germany","2019","Total","Both Sexes","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2021","168926",""
"Germany","2019","Total","Both Sexes","86","Data tabulated by year of occurrence","Final figure, complete","2021","32294",""
"Germany","2019","Total","Both Sexes","87","Data tabulated by year of occurrence","Final figure, complete","2021","32991",""
"Germany","2019","Total","Both Sexes","88","Data tabulated by year of occurrence","Final figure, complete","2021","34974",""
"Germany","2019","Total","Both Sexes","89","Data tabulated by year of occurrence","Final figure, complete","2021","34704",""
"Germany","2019","Total","Both Sexes","90","Data tabulated by year of occurrence","Final figure, complete","2021","32929",""
"Germany","2019","Total","Both Sexes","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2021","131257",""
"Germany","2019","Total","Both Sexes","91","Data tabulated by year of occurrence","Final figure, complete","2021","29527",""
"Germany","2019","Total","Both Sexes","92","Data tabulated by year of occurrence","Final figure, complete","2021","26617",""
"Germany","2019","Total","Both Sexes","93","Data tabulated by year of occurrence","Final figure, complete","2021","23178",""
"Germany","2019","Total","Both Sexes","94","Data tabulated by year of occurrence","Final figure, complete","2021","19006",""
"Germany","2019","Total","Both Sexes","95","Data tabulated by year of occurrence","Final figure, complete","2021","15012",""
"Germany","2019","Total","Both Sexes","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2021","48872",""
"Germany","2019","Total","Both Sexes","96","Data tabulated by year of occurrence","Final figure, complete","2021","12086",""
"Germany","2019","Total","Both Sexes","97","Data tabulated by year of occurrence","Final figure, complete","2021","9765",""
"Germany","2019","Total","Both Sexes","98","Data tabulated by year of occurrence","Final figure, complete","2021","7133",""
"Germany","2019","Total","Both Sexes","99","Data tabulated by year of occurrence","Final figure, complete","2021","4876",""
"Germany","2019","Total","Both Sexes","100","Data tabulated by year of occurrence","Final figure, complete","2021","1855",""
"Germany","2019","Total","Both Sexes","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2021","4509",""
"Germany","2019","Total","Both Sexes","100 +","Data tabulated by year of occurrence","Final figure, complete","2021","5000",""
"Germany","2019","Total","Both Sexes","101","Data tabulated by year of occurrence","Final figure, complete","2021","1057",""
"Germany","2019","Total","Both Sexes","102","Data tabulated by year of occurrence","Final figure, complete","2021","683",""
"Germany","2019","Total","Both Sexes","103","Data tabulated by year of occurrence","Final figure, complete","2021","498",""
"Germany","2019","Total","Both Sexes","104","Data tabulated by year of occurrence","Final figure, complete","2021","416",""
"Germany","2019","Total","Both Sexes","105","Data tabulated by year of occurrence","Final figure, complete","2021","253",""
"Germany","2019","Total","Both Sexes","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2021","480",""
"Germany","2019","Total","Both Sexes","106","Data tabulated by year of occurrence","Final figure, complete","2021","118",""
"Germany","2019","Total","Both Sexes","107","Data tabulated by year of occurrence","Final figure, complete","2021","67",""
"Germany","2019","Total","Both Sexes","108","Data tabulated by year of occurrence","Final figure, complete","2021","30",""
"Germany","2019","Total","Both Sexes","109","Data tabulated by year of occurrence","Final figure, complete","2021","12",""
"Germany","2019","Total","Both Sexes","110 +","Data tabulated by year of occurrence","Final figure, complete","2021","11",""
"Germany","2019","Total","Male","Total","Data tabulated by year of occurrence","Final figure, complete","2021","465885",""
"Germany","2019","Total","Male","0","Data tabulated by year of occurrence","Final figure, complete","2021","1387",""
"Germany","2019","Total","Male","1","Data tabulated by year of occurrence","Final figure, complete","2021","110",""
"Germany","2019","Total","Male","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2021","273",""
"Germany","2019","Total","Male","2","Data tabulated by year of occurrence","Final figure, complete","2021","65",""
"Germany","2019","Total","Male","3","Data tabulated by year of occurrence","Final figure, complete","2021","53",""
"Germany","2019","Total","Male","4","Data tabulated by year of occurrence","Final figure, complete","2021","45",""
"Germany","2019","Total","Male","5","Data tabulated by year of occurrence","Final figure, complete","2021","43",""
"Germany","2019","Total","Male","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2021","170",""
"Germany","2019","Total","Male","6","Data tabulated by year of occurrence","Final figure, complete","2021","40",""
"Germany","2019","Total","Male","7","Data tabulated by year of occurrence","Final figure, complete","2021","33",""
"Germany","2019","Total","Male","8","Data tabulated by year of occurrence","Final figure, complete","2021","25",""
"Germany","2019","Total","Male","9","Data tabulated by year of occurrence","Final figure, complete","2021","29",""
"Germany","2019","Total","Male","10","Data tabulated by year of occurrence","Final figure, complete","2021","28",""
"Germany","2019","Total","Male","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2021","172",""
"Germany","2019","Total","Male","11","Data tabulated by year of occurrence","Final figure, complete","2021","28",""
"Germany","2019","Total","Male","12","Data tabulated by year of occurrence","Final figure, complete","2021","37",""
"Germany","2019","Total","Male","13","Data tabulated by year of occurrence","Final figure, complete","2021","35",""
"Germany","2019","Total","Male","14","Data tabulated by year of occurrence","Final figure, complete","2021","44",""
"Germany","2019","Total","Male","15","Data tabulated by year of occurrence","Final figure, complete","2021","60",""
"Germany","2019","Total","Male","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2021","608",""
"Germany","2019","Total","Male","16","Data tabulated by year of occurrence","Final figure, complete","2021","80",""
"Germany","2019","Total","Male","17","Data tabulated by year of occurrence","Final figure, complete","2021","109",""
"Germany","2019","Total","Male","18","Data tabulated by year of occurrence","Final figure, complete","2021","180",""
"Germany","2019","Total","Male","19","Data tabulated by year of occurrence","Final figure, complete","2021","179",""
"Germany","2019","Total","Male","20","Data tabulated by year of occurrence","Final figure, complete","2021","192",""
"Germany","2019","Total","Male","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2021","990",""
"Germany","2019","Total","Male","21","Data tabulated by year of occurrence","Final figure, complete","2021","185",""
"Germany","2019","Total","Male","22","Data tabulated by year of occurrence","Final figure, complete","2021","201",""
"Germany","2019","Total","Male","23","Data tabulated by year of occurrence","Final figure, complete","2021","193",""
"Germany","2019","Total","Male","24","Data tabulated by year of occurrence","Final figure, complete","2021","219",""
"Germany","2019","Total","Male","25","Data tabulated by year of occurrence","Final figure, complete","2021","224",""
"Germany","2019","Total","Male","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2021","1227",""
"Germany","2019","Total","Male","26","Data tabulated by year of occurrence","Final figure, complete","2021","214",""
"Germany","2019","Total","Male","27","Data tabulated by year of occurrence","Final figure, complete","2021","238",""
"Germany","2019","Total","Male","28","Data tabulated by year of occurrence","Final figure, complete","2021","278",""
"Germany","2019","Total","Male","29","Data tabulated by year of occurrence","Final figure, complete","2021","273",""
"Germany","2019","Total","Male","30","Data tabulated by year of occurrence","Final figure, complete","2021","285",""
"Germany","2019","Total","Male","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2021","1753",""
"Germany","2019","Total","Male","31","Data tabulated by year of occurrence","Final figure, complete","2021","358",""
"Germany","2019","Total","Male","32","Data tabulated by year of occurrence","Final figure, complete","2021","369",""
"Germany","2019","Total","Male","33","Data tabulated by year of occurrence","Final figure, complete","2021","376",""
"Germany","2019","Total","Male","34","Data tabulated by year of occurrence","Final figure, complete","2021","365",""
"Germany","2019","Total","Male","35","Data tabulated by year of occurrence","Final figure, complete","2021","395",""
"Germany","2019","Total","Male","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2021","2491",""
"Germany","2019","Total","Male","36","Data tabulated by year of occurrence","Final figure, complete","2021","496",""
"Germany","2019","Total","Male","37","Data tabulated by year of occurrence","Final figure, complete","2021","522",""
"Germany","2019","Total","Male","38","Data tabulated by year of occurrence","Final figure, complete","2021","497",""
"Germany","2019","Total","Male","39","Data tabulated by year of occurrence","Final figure, complete","2021","581",""
"Germany","2019","Total","Male","40","Data tabulated by year of occurrence","Final figure, complete","2021","599",""
"Germany","2019","Total","Male","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2021","3569",""
"Germany","2019","Total","Male","41","Data tabulated by year of occurrence","Final figure, complete","2021","749",""
"Germany","2019","Total","Male","42","Data tabulated by year of occurrence","Final figure, complete","2021","666",""
"Germany","2019","Total","Male","43","Data tabulated by year of occurrence","Final figure, complete","2021","765",""
"Germany","2019","Total","Male","44","Data tabulated by year of occurrence","Final figure, complete","2021","790",""
"Germany","2019","Total","Male","45","Data tabulated by year of occurrence","Final figure, complete","2021","897",""
"Germany","2019","Total","Male","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2021","6554",""
"Germany","2019","Total","Male","46","Data tabulated by year of occurrence","Final figure, complete","2021","1015",""
"Germany","2019","Total","Male","47","Data tabulated by year of occurrence","Final figure, complete","2021","1334",""
"Germany","2019","Total","Male","48","Data tabulated by year of occurrence","Final figure, complete","2021","1540",""
"Germany","2019","Total","Male","49","Data tabulated by year of occurrence","Final figure, complete","2021","1768",""
"Germany","2019","Total","Male","50","Data tabulated by year of occurrence","Final figure, complete","2021","2008",""
"Germany","2019","Total","Male","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2021","13671",""
"Germany","2019","Total","Male","51","Data tabulated by year of occurrence","Final figure, complete","2021","2352",""
"Germany","2019","Total","Male","52","Data tabulated by year of occurrence","Final figure, complete","2021","2736",""
"Germany","2019","Total","Male","53","Data tabulated by year of occurrence","Final figure, complete","2021","3086",""
"Germany","2019","Total","Male","54","Data tabulated by year of occurrence","Final figure, complete","2021","3489",""
"Germany","2019","Total","Male","55","Data tabulated by year of occurrence","Final figure, complete","2021","3881",""
"Germany","2019","Total","Male","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2021","23017",""
"Germany","2019","Total","Male","56","Data tabulated by year of occurrence","Final figure, complete","2021","4265",""
"Germany","2019","Total","Male","57","Data tabulated by year of occurrence","Final figure, complete","2021","4651",""
"Germany","2019","Total","Male","58","Data tabulated by year of occurrence","Final figure, complete","2021","4802",""
"Germany","2019","Total","Male","59","Data tabulated by year of occurrence","Final figure, complete","2021","5418",""
"Germany","2019","Total","Male","60","Data tabulated by year of occurrence","Final figure, complete","2021","5547",""
"Germany","2019","Total","Male","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2021","31652",""
"Germany","2019","Total","Male","61","Data tabulated by year of occurrence","Final figure, complete","2021","5860",""
"Germany","2019","Total","Male","62","Data tabulated by year of occurrence","Final figure, complete","2021","6345",""
"Germany","2019","Total","Male","63","Data tabulated by year of occurrence","Final figure, complete","2021","6801",""
"Germany","2019","Total","Male","64","Data tabulated by year of occurrence","Final figure, complete","2021","7099",""
"Germany","2019","Total","Male","65","Data tabulated by year of occurrence","Final figure, complete","2021","7341",""
"Germany","2019","Total","Male","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2021","41530",""
"Germany","2019","Total","Male","66","Data tabulated by year of occurrence","Final figure, complete","2021","7909",""
"Germany","2019","Total","Male","67","Data tabulated by year of occurrence","Final figure, complete","2021","8328",""
"Germany","2019","Total","Male","68","Data tabulated by year of occurrence","Final figure, complete","2021","8788",""
"Germany","2019","Total","Male","69","Data tabulated by year of occurrence","Final figure, complete","2021","9164",""
"Germany","2019","Total","Male","70","Data tabulated by year of occurrence","Final figure, complete","2021","9313",""
"Germany","2019","Total","Male","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2021","44770",""
"Germany","2019","Total","Male","71","Data tabulated by year of occurrence","Final figure, complete","2021","9005",""
"Germany","2019","Total","Male","72","Data tabulated by year of occurrence","Final figure, complete","2021","9102",""
"Germany","2019","Total","Male","73","Data tabulated by year of occurrence","Final figure, complete","2021","7660",""
"Germany","2019","Total","Male","74","Data tabulated by year of occurrence","Final figure, complete","2021","9690",""
"Germany","2019","Total","Male","75","Data tabulated by year of occurrence","Final figure, complete","2021","11843",""
"Germany","2019","Total","Male","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2021","74024",""
"Germany","2019","Total","Male","76","Data tabulated by year of occurrence","Final figure, complete","2021","12189",""
"Germany","2019","Total","Male","77","Data tabulated by year of occurrence","Final figure, complete","2021","14542",""
"Germany","2019","Total","Male","78","Data tabulated by year of occurrence","Final figure, complete","2021","16729",""
"Germany","2019","Total","Male","79","Data tabulated by year of occurrence","Final figure, complete","2021","18721",""
"Germany","2019","Total","Male","80","Data tabulated by year of occurrence","Final figure, complete","2021","18674",""
"Germany","2019","Total","Male","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2021","92768",""
"Germany","2019","Total","Male","81","Data tabulated by year of occurrence","Final figure, complete","2021","18479",""
"Germany","2019","Total","Male","82","Data tabulated by year of occurrence","Final figure, complete","2021","18379",""
"Germany","2019","Total","Male","83","Data tabulated by year of occurrence","Final figure, complete","2021","18531",""
"Germany","2019","Total","Male","84","Data tabulated by year of occurrence","Final figure, complete","2021","18705",""
"Germany","2019","Total","Male","85","Data tabulated by year of occurrence","Final figure, complete","2021","15878",""
"Germany","2019","Total","Male","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2021","71997",""
"Germany","2019","Total","Male","86","Data tabulated by year of occurrence","Final figure, complete","2021","14391",""
"Germany","2019","Total","Male","87","Data tabulated by year of occurrence","Final figure, complete","2021","13970",""
"Germany","2019","Total","Male","88","Data tabulated by year of occurrence","Final figure, complete","2021","14322",""
"Germany","2019","Total","Male","89","Data tabulated by year of occurrence","Final figure, complete","2021","13436",""
"Germany","2019","Total","Male","90","Data tabulated by year of occurrence","Final figure, complete","2021","12244",""
"Germany","2019","Total","Male","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2021","42282",""
"Germany","2019","Total","Male","91","Data tabulated by year of occurrence","Final figure, complete","2021","10224",""
"Germany","2019","Total","Male","92","Data tabulated by year of occurrence","Final figure, complete","2021","8315",""
"Germany","2019","Total","Male","93","Data tabulated by year of occurrence","Final figure, complete","2021","6559",""
"Germany","2019","Total","Male","94","Data tabulated by year of occurrence","Final figure, complete","2021","4940",""
"Germany","2019","Total","Male","95","Data tabulated by year of occurrence","Final figure, complete","2021","3381",""
"Germany","2019","Total","Male","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2021","10272",""
"Germany","2019","Total","Male","96","Data tabulated by year of occurrence","Final figure, complete","2021","2699",""
"Germany","2019","Total","Male","97","Data tabulated by year of occurrence","Final figure, complete","2021","2021",""
"Germany","2019","Total","Male","98","Data tabulated by year of occurrence","Final figure, complete","2021","1340",""
"Germany","2019","Total","Male","99","Data tabulated by year of occurrence","Final figure, complete","2021","831",""
"Germany","2019","Total","Male","100","Data tabulated by year of occurrence","Final figure, complete","2021","314",""
"Germany","2019","Total","Male","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2021","668",""
"Germany","2019","Total","Male","100 +","Data tabulated by year of occurrence","Final figure, complete","2021","708",""
"Germany","2019","Total","Male","101","Data tabulated by year of occurrence","Final figure, complete","2021","162",""
"Germany","2019","Total","Male","102","Data tabulated by year of occurrence","Final figure, complete","2021","84",""
"Germany","2019","Total","Male","103","Data tabulated by year of occurrence","Final figure, complete","2021","57",""
"Germany","2019","Total","Male","104","Data tabulated by year of occurrence","Final figure, complete","2021","51",""
"Germany","2019","Total","Male","105","Data tabulated by year of occurrence","Final figure, complete","2021","24",""
"Germany","2019","Total","Male","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2021","39",""
"Germany","2019","Total","Male","106","Data tabulated by year of occurrence","Final figure, complete","2021","11",""
"Germany","2019","Total","Male","107","Data tabulated by year of occurrence","Final figure, complete","2021","3",""
"Germany","2019","Total","Male","108","Data tabulated by year of occurrence","Final figure, complete","2021","1",""
"Germany","2019","Total","Male","109","Data tabulated by year of occurrence","Final figure, complete","2021","0",""
"Germany","2019","Total","Male","110 +","Data tabulated by year of occurrence","Final figure, complete","2021","1",""
"Germany","2019","Total","Female","Total","Data tabulated by year of occurrence","Final figure, complete","2021","473635",""
"Germany","2019","Total","Female","0","Data tabulated by year of occurrence","Final figure, complete","2021","1098",""
"Germany","2019","Total","Female","1","Data tabulated by year of occurrence","Final figure, complete","2021","72",""
"Germany","2019","Total","Female","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2021","194",""
"Germany","2019","Total","Female","2","Data tabulated by year of occurrence","Final figure, complete","2021","49",""
"Germany","2019","Total","Female","3","Data tabulated by year of occurrence","Final figure, complete","2021","35",""
"Germany","2019","Total","Female","4","Data tabulated by year of occurrence","Final figure, complete","2021","38",""
"Germany","2019","Total","Female","5","Data tabulated by year of occurrence","Final figure, complete","2021","36",""
"Germany","2019","Total","Female","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2021","120",""
"Germany","2019","Total","Female","6","Data tabulated by year of occurrence","Final figure, complete","2021","27",""
"Germany","2019","Total","Female","7","Data tabulated by year of occurrence","Final figure, complete","2021","23",""
"Germany","2019","Total","Female","8","Data tabulated by year of occurrence","Final figure, complete","2021","21",""
"Germany","2019","Total","Female","9","Data tabulated by year of occurrence","Final figure, complete","2021","13",""
"Germany","2019","Total","Female","10","Data tabulated by year of occurrence","Final figure, complete","2021","19",""
"Germany","2019","Total","Female","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2021","142",""
"Germany","2019","Total","Female","11","Data tabulated by year of occurrence","Final figure, complete","2021","34",""
"Germany","2019","Total","Female","12","Data tabulated by year of occurrence","Final figure, complete","2021","20",""
"Germany","2019","Total","Female","13","Data tabulated by year of occurrence","Final figure, complete","2021","30",""
