"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2019","Total","Female","85","Data tabulated by year of occurrence","Final figure, complete","2021","10367",""
"France","2019","Total","Female","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2021","62406",""
"France","2019","Total","Female","86","Data tabulated by year of occurrence","Final figure, complete","2021","11358",""
"France","2019","Total","Female","87","Data tabulated by year of occurrence","Final figure, complete","2021","12771",""
"France","2019","Total","Female","88","Data tabulated by year of occurrence","Final figure, complete","2021","13840",""
"France","2019","Total","Female","89","Data tabulated by year of occurrence","Final figure, complete","2021","14070",""
"France","2019","Total","Female","90","Data tabulated by year of occurrence","Final figure, complete","2021","14070",""
"France","2019","Total","Female","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2021","68346",""
"France","2019","Total","Female","91","Data tabulated by year of occurrence","Final figure, complete","2021","14365",""
"France","2019","Total","Female","92","Data tabulated by year of occurrence","Final figure, complete","2021","13854",""
"France","2019","Total","Female","93","Data tabulated by year of occurrence","Final figure, complete","2021","13479",""
"France","2019","Total","Female","94","Data tabulated by year of occurrence","Final figure, complete","2021","12578",""
"France","2019","Total","Female","95","Data tabulated by year of occurrence","Final figure, complete","2021","11033",""
"France","2019","Total","Female","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2021","39945",""
"France","2019","Total","Female","96","Data tabulated by year of occurrence","Final figure, complete","2021","9681",""
"France","2019","Total","Female","97","Data tabulated by year of occurrence","Final figure, complete","2021","8213",""
"France","2019","Total","Female","98","Data tabulated by year of occurrence","Final figure, complete","2021","6579",""
"France","2019","Total","Female","99","Data tabulated by year of occurrence","Final figure, complete","2021","4439",""
"France","2019","Total","Female","100","Data tabulated by year of occurrence","Final figure, complete","2021","2067",""
"France","2019","Total","Female","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2021","5503",""
"France","2019","Total","Female","100 +","Data tabulated by year of occurrence","Final figure, complete","2021","6371",""
"France","2019","Total","Female","101","Data tabulated by year of occurrence","Final figure, complete","2021","1408",""
"France","2019","Total","Female","102","Data tabulated by year of occurrence","Final figure, complete","2021","900",""
"France","2019","Total","Female","103","Data tabulated by year of occurrence","Final figure, complete","2021","561",""
"France","2019","Total","Female","104","Data tabulated by year of occurrence","Final figure, complete","2021","567",""
"France","2019","Total","Female","105","Data tabulated by year of occurrence","Final figure, complete","2021","391",""
"France","2019","Total","Female","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2021","846",""
"France","2019","Total","Female","106","Data tabulated by year of occurrence","Final figure, complete","2021","233",""
"France","2019","Total","Female","107","Data tabulated by year of occurrence","Final figure, complete","2021","134",""
"France","2019","Total","Female","108","Data tabulated by year of occurrence","Final figure, complete","2021","63",""
"France","2019","Total","Female","109","Data tabulated by year of occurrence","Final figure, complete","2021","25",""
"France","2019","Total","Female","110 +","Data tabulated by year of occurrence","Final figure, complete","2021","22",""
"France","2018","Total","Both Sexes","Total","Data tabulated by year of occurrence","Final figure, complete","2020","596422",""
"France","2018","Total","Both Sexes","0","Data tabulated by year of occurrence","Final figure, complete","2020","2600",""
"France","2018","Total","Both Sexes","1","Data tabulated by year of occurrence","Final figure, complete","2020","177",""
"France","2018","Total","Both Sexes","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","468",""
"France","2018","Total","Both Sexes","2","Data tabulated by year of occurrence","Final figure, complete","2020","118",""
"France","2018","Total","Both Sexes","3","Data tabulated by year of occurrence","Final figure, complete","2020","87",""
"France","2018","Total","Both Sexes","4","Data tabulated by year of occurrence","Final figure, complete","2020","86",""
"France","2018","Total","Both Sexes","5","Data tabulated by year of occurrence","Final figure, complete","2020","60",""
"France","2018","Total","Both Sexes","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","278",""
"France","2018","Total","Both Sexes","6","Data tabulated by year of occurrence","Final figure, complete","2020","63",""
"France","2018","Total","Both Sexes","7","Data tabulated by year of occurrence","Final figure, complete","2020","47",""
"France","2018","Total","Both Sexes","8","Data tabulated by year of occurrence","Final figure, complete","2020","54",""
"France","2018","Total","Both Sexes","9","Data tabulated by year of occurrence","Final figure, complete","2020","54",""
"France","2018","Total","Both Sexes","10","Data tabulated by year of occurrence","Final figure, complete","2020","59",""
"France","2018","Total","Both Sexes","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","342",""
"France","2018","Total","Both Sexes","11","Data tabulated by year of occurrence","Final figure, complete","2020","54",""
"France","2018","Total","Both Sexes","12","Data tabulated by year of occurrence","Final figure, complete","2020","71",""
"France","2018","Total","Both Sexes","13","Data tabulated by year of occurrence","Final figure, complete","2020","71",""
"France","2018","Total","Both Sexes","14","Data tabulated by year of occurrence","Final figure, complete","2020","87",""
"France","2018","Total","Both Sexes","15","Data tabulated by year of occurrence","Final figure, complete","2020","123",""
"France","2018","Total","Both Sexes","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","913",""
"France","2018","Total","Both Sexes","16","Data tabulated by year of occurrence","Final figure, complete","2020","148",""
"France","2018","Total","Both Sexes","17","Data tabulated by year of occurrence","Final figure, complete","2020","162",""
"France","2018","Total","Both Sexes","18","Data tabulated by year of occurrence","Final figure, complete","2020","216",""
"France","2018","Total","Both Sexes","19","Data tabulated by year of occurrence","Final figure, complete","2020","264",""
"France","2018","Total","Both Sexes","20","Data tabulated by year of occurrence","Final figure, complete","2020","261",""
"France","2018","Total","Both Sexes","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","1446",""
"France","2018","Total","Both Sexes","21","Data tabulated by year of occurrence","Final figure, complete","2020","315",""
"France","2018","Total","Both Sexes","22","Data tabulated by year of occurrence","Final figure, complete","2020","283",""
"France","2018","Total","Both Sexes","23","Data tabulated by year of occurrence","Final figure, complete","2020","287",""
"France","2018","Total","Both Sexes","24","Data tabulated by year of occurrence","Final figure, complete","2020","300",""
"France","2018","Total","Both Sexes","25","Data tabulated by year of occurrence","Final figure, complete","2020","325",""
"France","2018","Total","Both Sexes","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","1723",""
"France","2018","Total","Both Sexes","26","Data tabulated by year of occurrence","Final figure, complete","2020","320",""
"France","2018","Total","Both Sexes","27","Data tabulated by year of occurrence","Final figure, complete","2020","306",""
"France","2018","Total","Both Sexes","28","Data tabulated by year of occurrence","Final figure, complete","2020","338",""
"France","2018","Total","Both Sexes","29","Data tabulated by year of occurrence","Final figure, complete","2020","434",""
"France","2018","Total","Both Sexes","30","Data tabulated by year of occurrence","Final figure, complete","2020","395",""
"France","2018","Total","Both Sexes","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","2286",""
"France","2018","Total","Both Sexes","31","Data tabulated by year of occurrence","Final figure, complete","2020","408",""
"France","2018","Total","Both Sexes","32","Data tabulated by year of occurrence","Final figure, complete","2020","452",""
"France","2018","Total","Both Sexes","33","Data tabulated by year of occurrence","Final figure, complete","2020","492",""
"France","2018","Total","Both Sexes","34","Data tabulated by year of occurrence","Final figure, complete","2020","539",""
"France","2018","Total","Both Sexes","35","Data tabulated by year of occurrence","Final figure, complete","2020","583",""
"France","2018","Total","Both Sexes","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","3561",""
"France","2018","Total","Both Sexes","36","Data tabulated by year of occurrence","Final figure, complete","2020","671",""
"France","2018","Total","Both Sexes","37","Data tabulated by year of occurrence","Final figure, complete","2020","748",""
"France","2018","Total","Both Sexes","38","Data tabulated by year of occurrence","Final figure, complete","2020","742",""
"France","2018","Total","Both Sexes","39","Data tabulated by year of occurrence","Final figure, complete","2020","817",""
"France","2018","Total","Both Sexes","40","Data tabulated by year of occurrence","Final figure, complete","2020","855",""
"France","2018","Total","Both Sexes","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","5334",""
"France","2018","Total","Both Sexes","41","Data tabulated by year of occurrence","Final figure, complete","2020","920",""
"France","2018","Total","Both Sexes","42","Data tabulated by year of occurrence","Final figure, complete","2020","985",""
"France","2018","Total","Both Sexes","43","Data tabulated by year of occurrence","Final figure, complete","2020","1182",""
"France","2018","Total","Both Sexes","44","Data tabulated by year of occurrence","Final figure, complete","2020","1392",""
"France","2018","Total","Both Sexes","45","Data tabulated by year of occurrence","Final figure, complete","2020","1606",""
"France","2018","Total","Both Sexes","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","9431",""
"France","2018","Total","Both Sexes","46","Data tabulated by year of occurrence","Final figure, complete","2020","1716",""
"France","2018","Total","Both Sexes","47","Data tabulated by year of occurrence","Final figure, complete","2020","1851",""
"France","2018","Total","Both Sexes","48","Data tabulated by year of occurrence","Final figure, complete","2020","1996",""
"France","2018","Total","Both Sexes","49","Data tabulated by year of occurrence","Final figure, complete","2020","2262",""
"France","2018","Total","Both Sexes","50","Data tabulated by year of occurrence","Final figure, complete","2020","2403",""
"France","2018","Total","Both Sexes","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","14799",""
"France","2018","Total","Both Sexes","51","Data tabulated by year of occurrence","Final figure, complete","2020","2692",""
"France","2018","Total","Both Sexes","52","Data tabulated by year of occurrence","Final figure, complete","2020","2911",""
"France","2018","Total","Both Sexes","53","Data tabulated by year of occurrence","Final figure, complete","2020","3257",""
"France","2018","Total","Both Sexes","54","Data tabulated by year of occurrence","Final figure, complete","2020","3536",""
"France","2018","Total","Both Sexes","55","Data tabulated by year of occurrence","Final figure, complete","2020","3749",""
"France","2018","Total","Both Sexes","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","22283",""
"France","2018","Total","Both Sexes","56","Data tabulated by year of occurrence","Final figure, complete","2020","4153",""
"France","2018","Total","Both Sexes","57","Data tabulated by year of occurrence","Final figure, complete","2020","4473",""
"France","2018","Total","Both Sexes","58","Data tabulated by year of occurrence","Final figure, complete","2020","4735",""
"France","2018","Total","Both Sexes","59","Data tabulated by year of occurrence","Final figure, complete","2020","5173",""
"France","2018","Total","Both Sexes","60","Data tabulated by year of occurrence","Final figure, complete","2020","5427",""
"France","2018","Total","Both Sexes","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2020","31472",""
"France","2018","Total","Both Sexes","61","Data tabulated by year of occurrence","Final figure, complete","2020","5870",""
"France","2018","Total","Both Sexes","62","Data tabulated by year of occurrence","Final figure, complete","2020","6366",""
"France","2018","Total","Both Sexes","63","Data tabulated by year of occurrence","Final figure, complete","2020","6754",""
"France","2018","Total","Both Sexes","64","Data tabulated by year of occurrence","Final figure, complete","2020","7055",""
"France","2018","Total","Both Sexes","65","Data tabulated by year of occurrence","Final figure, complete","2020","7383",""
"France","2018","Total","Both Sexes","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2020","42320",""
"France","2018","Total","Both Sexes","66","Data tabulated by year of occurrence","Final figure, complete","2020","7896",""
"France","2018","Total","Both Sexes","67","Data tabulated by year of occurrence","Final figure, complete","2020","8317",""
"France","2018","Total","Both Sexes","68","Data tabulated by year of occurrence","Final figure, complete","2020","9225",""
"France","2018","Total","Both Sexes","69","Data tabulated by year of occurrence","Final figure, complete","2020","9499",""
"France","2018","Total","Both Sexes","70","Data tabulated by year of occurrence","Final figure, complete","2020","9848",""
"France","2018","Total","Both Sexes","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2020","47782",""
"France","2018","Total","Both Sexes","71","Data tabulated by year of occurrence","Final figure, complete","2020","10440",""
"France","2018","Total","Both Sexes","72","Data tabulated by year of occurrence","Final figure, complete","2020","9466",""
"France","2018","Total","Both Sexes","73","Data tabulated by year of occurrence","Final figure, complete","2020","8693",""
"France","2018","Total","Both Sexes","74","Data tabulated by year of occurrence","Final figure, complete","2020","9335",""
"France","2018","Total","Both Sexes","75","Data tabulated by year of occurrence","Final figure, complete","2020","9471",""
"France","2018","Total","Both Sexes","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2020","52490",""
"France","2018","Total","Both Sexes","76","Data tabulated by year of occurrence","Final figure, complete","2020","9418",""
"France","2018","Total","Both Sexes","77","Data tabulated by year of occurrence","Final figure, complete","2020","9412",""
"France","2018","Total","Both Sexes","78","Data tabulated by year of occurrence","Final figure, complete","2020","11499",""
"France","2018","Total","Both Sexes","79","Data tabulated by year of occurrence","Final figure, complete","2020","12690",""
"France","2018","Total","Both Sexes","80","Data tabulated by year of occurrence","Final figure, complete","2020","13508",""
"France","2018","Total","Both Sexes","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2020","81371",""
"France","2018","Total","Both Sexes","81","Data tabulated by year of occurrence","Final figure, complete","2020","15041",""
"France","2018","Total","Both Sexes","82","Data tabulated by year of occurrence","Final figure, complete","2020","15920",""
"France","2018","Total","Both Sexes","83","Data tabulated by year of occurrence","Final figure, complete","2020","17838",""
"France","2018","Total","Both Sexes","84","Data tabulated by year of occurrence","Final figure, complete","2020","19064",""
"France","2018","Total","Both Sexes","85","Data tabulated by year of occurrence","Final figure, complete","2020","20780",""
"France","2018","Total","Both Sexes","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2020","114067",""
"France","2018","Total","Both Sexes","86","Data tabulated by year of occurrence","Final figure, complete","2020","22385",""
"France","2018","Total","Both Sexes","87","Data tabulated by year of occurrence","Final figure, complete","2020","23611",""
"France","2018","Total","Both Sexes","88","Data tabulated by year of occurrence","Final figure, complete","2020","23595",""
"France","2018","Total","Both Sexes","89","Data tabulated by year of occurrence","Final figure, complete","2020","23696",""
"France","2018","Total","Both Sexes","90","Data tabulated by year of occurrence","Final figure, complete","2020","23445",""
"France","2018","Total","Both Sexes","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2020","103897",""
"France","2018","Total","Both Sexes","91","Data tabulated by year of occurrence","Final figure, complete","2020","22498",""
"France","2018","Total","Both Sexes","92","Data tabulated by year of occurrence","Final figure, complete","2020","21145",""
"France","2018","Total","Both Sexes","93","Data tabulated by year of occurrence","Final figure, complete","2020","19526",""
"France","2018","Total","Both Sexes","94","Data tabulated by year of occurrence","Final figure, complete","2020","17283",""
"France","2018","Total","Both Sexes","95","Data tabulated by year of occurrence","Final figure, complete","2020","15224",""
"France","2018","Total","Both Sexes","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2020","49924",""
"France","2018","Total","Both Sexes","96","Data tabulated by year of occurrence","Final figure, complete","2020","13398",""
"France","2018","Total","Both Sexes","97","Data tabulated by year of occurrence","Final figure, complete","2020","10788",""
"France","2018","Total","Both Sexes","98","Data tabulated by year of occurrence","Final figure, complete","2020","7141",""
"France","2018","Total","Both Sexes","99","Data tabulated by year of occurrence","Final figure, complete","2020","3373",""
"France","2018","Total","Both Sexes","100","Data tabulated by year of occurrence","Final figure, complete","2020","2392",""
"France","2018","Total","Both Sexes","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2020","6701",""
"France","2018","Total","Both Sexes","100 +","Data tabulated by year of occurrence","Final figure, complete","2020","7635",""
"France","2018","Total","Both Sexes","101","Data tabulated by year of occurrence","Final figure, complete","2020","1498",""
"France","2018","Total","Both Sexes","102","Data tabulated by year of occurrence","Final figure, complete","2020","958",""
"France","2018","Total","Both Sexes","103","Data tabulated by year of occurrence","Final figure, complete","2020","1056",""
"France","2018","Total","Both Sexes","104","Data tabulated by year of occurrence","Final figure, complete","2020","797",""
"France","2018","Total","Both Sexes","105","Data tabulated by year of occurrence","Final figure, complete","2020","433",""
"France","2018","Total","Both Sexes","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2020","914",""
"France","2018","Total","Both Sexes","106","Data tabulated by year of occurrence","Final figure, complete","2020","237",""
"France","2018","Total","Both Sexes","107","Data tabulated by year of occurrence","Final figure, complete","2020","131",""
"France","2018","Total","Both Sexes","108","Data tabulated by year of occurrence","Final figure, complete","2020","74",""
"France","2018","Total","Both Sexes","109","Data tabulated by year of occurrence","Final figure, complete","2020","39",""
"France","2018","Total","Both Sexes","110 +","Data tabulated by year of occurrence","Final figure, complete","2020","20",""
"France","2018","Total","Male","Total","Data tabulated by year of occurrence","Final figure, complete","2020","296524",""
"France","2018","Total","Male","0","Data tabulated by year of occurrence","Final figure, complete","2020","1456",""
"France","2018","Total","Male","1","Data tabulated by year of occurrence","Final figure, complete","2020","99",""
"France","2018","Total","Male","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","260",""
"France","2018","Total","Male","2","Data tabulated by year of occurrence","Final figure, complete","2020","69",""
"France","2018","Total","Male","3","Data tabulated by year of occurrence","Final figure, complete","2020","42",""
"France","2018","Total","Male","4","Data tabulated by year of occurrence","Final figure, complete","2020","50",""
"France","2018","Total","Male","5","Data tabulated by year of occurrence","Final figure, complete","2020","33",""
"France","2018","Total","Male","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","144",""
"France","2018","Total","Male","6","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Male","7","Data tabulated by year of occurrence","Final figure, complete","2020","26",""
"France","2018","Total","Male","8","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Male","9","Data tabulated by year of occurrence","Final figure, complete","2020","31",""
"France","2018","Total","Male","10","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"France","2018","Total","Male","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","212",""
"France","2018","Total","Male","11","Data tabulated by year of occurrence","Final figure, complete","2020","39",""
"France","2018","Total","Male","12","Data tabulated by year of occurrence","Final figure, complete","2020","46",""
"France","2018","Total","Male","13","Data tabulated by year of occurrence","Final figure, complete","2020","40",""
"France","2018","Total","Male","14","Data tabulated by year of occurrence","Final figure, complete","2020","60",""
"France","2018","Total","Male","15","Data tabulated by year of occurrence","Final figure, complete","2020","82",""
"France","2018","Total","Male","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","640",""
"France","2018","Total","Male","16","Data tabulated by year of occurrence","Final figure, complete","2020","95",""
"France","2018","Total","Male","17","Data tabulated by year of occurrence","Final figure, complete","2020","117",""
"France","2018","Total","Male","18","Data tabulated by year of occurrence","Final figure, complete","2020","146",""
"France","2018","Total","Male","19","Data tabulated by year of occurrence","Final figure, complete","2020","200",""
"France","2018","Total","Male","20","Data tabulated by year of occurrence","Final figure, complete","2020","197",""
"France","2018","Total","Male","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","1096",""
"France","2018","Total","Male","21","Data tabulated by year of occurrence","Final figure, complete","2020","235",""
"France","2018","Total","Male","22","Data tabulated by year of occurrence","Final figure, complete","2020","212",""
"France","2018","Total","Male","23","Data tabulated by year of occurrence","Final figure, complete","2020","219",""
"France","2018","Total","Male","24","Data tabulated by year of occurrence","Final figure, complete","2020","233",""
"France","2018","Total","Male","25","Data tabulated by year of occurrence","Final figure, complete","2020","231",""
"France","2018","Total","Male","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","1227",""
"France","2018","Total","Male","26","Data tabulated by year of occurrence","Final figure, complete","2020","234",""
"France","2018","Total","Male","27","Data tabulated by year of occurrence","Final figure, complete","2020","227",""
"France","2018","Total","Male","28","Data tabulated by year of occurrence","Final figure, complete","2020","229",""
"France","2018","Total","Male","29","Data tabulated by year of occurrence","Final figure, complete","2020","306",""
"France","2018","Total","Male","30","Data tabulated by year of occurrence","Final figure, complete","2020","294",""
"France","2018","Total","Male","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","1601",""
"France","2018","Total","Male","31","Data tabulated by year of occurrence","Final figure, complete","2020","287",""
"France","2018","Total","Male","32","Data tabulated by year of occurrence","Final figure, complete","2020","307",""
"France","2018","Total","Male","33","Data tabulated by year of occurrence","Final figure, complete","2020","337",""
"France","2018","Total","Male","34","Data tabulated by year of occurrence","Final figure, complete","2020","376",""
"France","2018","Total","Male","35","Data tabulated by year of occurrence","Final figure, complete","2020","404",""
"France","2018","Total","Male","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","2454",""
"France","2018","Total","Male","36","Data tabulated by year of occurrence","Final figure, complete","2020","460",""
"France","2018","Total","Male","37","Data tabulated by year of occurrence","Final figure, complete","2020","504",""
"France","2018","Total","Male","38","Data tabulated by year of occurrence","Final figure, complete","2020","517",""
"France","2018","Total","Male","39","Data tabulated by year of occurrence","Final figure, complete","2020","569",""
"France","2018","Total","Male","40","Data tabulated by year of occurrence","Final figure, complete","2020","563",""
"France","2018","Total","Male","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","3419",""
"France","2018","Total","Male","41","Data tabulated by year of occurrence","Final figure, complete","2020","590",""
"France","2018","Total","Male","42","Data tabulated by year of occurrence","Final figure, complete","2020","641",""
"France","2018","Total","Male","43","Data tabulated by year of occurrence","Final figure, complete","2020","743",""
"France","2018","Total","Male","44","Data tabulated by year of occurrence","Final figure, complete","2020","882",""
"France","2018","Total","Male","45","Data tabulated by year of occurrence","Final figure, complete","2020","1062",""
"France","2018","Total","Male","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","6113",""
"France","2018","Total","Male","46","Data tabulated by year of occurrence","Final figure, complete","2020","1110",""
"France","2018","Total","Male","47","Data tabulated by year of occurrence","Final figure, complete","2020","1222",""
"France","2018","Total","Male","48","Data tabulated by year of occurrence","Final figure, complete","2020","1287",""
"France","2018","Total","Male","49","Data tabulated by year of occurrence","Final figure, complete","2020","1432",""
"France","2018","Total","Male","50","Data tabulated by year of occurrence","Final figure, complete","2020","1544",""
"France","2018","Total","Male","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","9595",""
"France","2018","Total","Male","51","Data tabulated by year of occurrence","Final figure, complete","2020","1724",""
"France","2018","Total","Male","52","Data tabulated by year of occurrence","Final figure, complete","2020","1914",""
"France","2018","Total","Male","53","Data tabulated by year of occurrence","Final figure, complete","2020","2099",""
"France","2018","Total","Male","54","Data tabulated by year of occurrence","Final figure, complete","2020","2314",""
"France","2018","Total","Male","55","Data tabulated by year of occurrence","Final figure, complete","2020","2436",""
"France","2018","Total","Male","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","14507",""
"France","2018","Total","Male","56","Data tabulated by year of occurrence","Final figure, complete","2020","2649",""
"France","2018","Total","Male","57","Data tabulated by year of occurrence","Final figure, complete","2020","2885",""
"France","2018","Total","Male","58","Data tabulated by year of occurrence","Final figure, complete","2020","3158",""
"France","2018","Total","Male","59","Data tabulated by year of occurrence","Final figure, complete","2020","3379",""
"France","2018","Total","Male","60","Data tabulated by year of occurrence","Final figure, complete","2020","3551",""
"France","2018","Total","Male","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2020","20968",""
"France","2018","Total","Male","61","Data tabulated by year of occurrence","Final figure, complete","2020","3934",""
"France","2018","Total","Male","62","Data tabulated by year of occurrence","Final figure, complete","2020","4247",""
"France","2018","Total","Male","63","Data tabulated by year of occurrence","Final figure, complete","2020","4519",""
"France","2018","Total","Male","64","Data tabulated by year of occurrence","Final figure, complete","2020","4717",""
"France","2018","Total","Male","65","Data tabulated by year of occurrence","Final figure, complete","2020","4850",""
"France","2018","Total","Male","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2020","27830",""
"France","2018","Total","Male","66","Data tabulated by year of occurrence","Final figure, complete","2020","5179",""
"France","2018","Total","Male","67","Data tabulated by year of occurrence","Final figure, complete","2020","5430",""
"France","2018","Total","Male","68","Data tabulated by year of occurrence","Final figure, complete","2020","6093",""
"France","2018","Total","Male","69","Data tabulated by year of occurrence","Final figure, complete","2020","6278",""
"France","2018","Total","Male","70","Data tabulated by year of occurrence","Final figure, complete","2020","6349",""
"France","2018","Total","Male","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2020","30413",""
"France","2018","Total","Male","71","Data tabulated by year of occurrence","Final figure, complete","2020","6722",""
"France","2018","Total","Male","72","Data tabulated by year of occurrence","Final figure, complete","2020","6034",""
"France","2018","Total","Male","73","Data tabulated by year of occurrence","Final figure, complete","2020","5544",""
"France","2018","Total","Male","74","Data tabulated by year of occurrence","Final figure, complete","2020","5764",""
"France","2018","Total","Male","75","Data tabulated by year of occurrence","Final figure, complete","2020","5832",""
"France","2018","Total","Male","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2020","31228",""
"France","2018","Total","Male","76","Data tabulated by year of occurrence","Final figure, complete","2020","5724",""
"France","2018","Total","Male","77","Data tabulated by year of occurrence","Final figure, complete","2020","5631",""
"France","2018","Total","Male","78","Data tabulated by year of occurrence","Final figure, complete","2020","6749",""
"France","2018","Total","Male","79","Data tabulated by year of occurrence","Final figure, complete","2020","7292",""
"France","2018","Total","Male","80","Data tabulated by year of occurrence","Final figure, complete","2020","7521",""
"France","2018","Total","Male","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2020","42920",""
"France","2018","Total","Male","81","Data tabulated by year of occurrence","Final figure, complete","2020","8191",""
"France","2018","Total","Male","82","Data tabulated by year of occurrence","Final figure, complete","2020","8458",""
"France","2018","Total","Male","83","Data tabulated by year of occurrence","Final figure, complete","2020","9274",""
"France","2018","Total","Male","84","Data tabulated by year of occurrence","Final figure, complete","2020","9476",""
"France","2018","Total","Male","85","Data tabulated by year of occurrence","Final figure, complete","2020","10067",""
"France","2018","Total","Male","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2020","50737",""
"France","2018","Total","Male","86","Data tabulated by year of occurrence","Final figure, complete","2020","10388",""
"France","2018","Total","Male","87","Data tabulated by year of occurrence","Final figure, complete","2020","10453",""
"France","2018","Total","Male","88","Data tabulated by year of occurrence","Final figure, complete","2020","10190",""
"France","2018","Total","Male","89","Data tabulated by year of occurrence","Final figure, complete","2020","9639",""
"France","2018","Total","Male","90","Data tabulated by year of occurrence","Final figure, complete","2020","9065",""
"France","2018","Total","Male","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2020","36020",""
"France","2018","Total","Male","91","Data tabulated by year of occurrence","Final figure, complete","2020","8243",""
"France","2018","Total","Male","92","Data tabulated by year of occurrence","Final figure, complete","2020","7380",""
"France","2018","Total","Male","93","Data tabulated by year of occurrence","Final figure, complete","2020","6248",""
"France","2018","Total","Male","94","Data tabulated by year of occurrence","Final figure, complete","2020","5084",""
"France","2018","Total","Male","95","Data tabulated by year of occurrence","Final figure, complete","2020","4257",""
"France","2018","Total","Male","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2020","12598",""
"France","2018","Total","Male","96","Data tabulated by year of occurrence","Final figure, complete","2020","3463",""
"France","2018","Total","Male","97","Data tabulated by year of occurrence","Final figure, complete","2020","2593",""
"France","2018","Total","Male","98","Data tabulated by year of occurrence","Final figure, complete","2020","1572",""
"France","2018","Total","Male","99","Data tabulated by year of occurrence","Final figure, complete","2020","713",""
"France","2018","Total","Male","100","Data tabulated by year of occurrence","Final figure, complete","2020","430",""
"France","2018","Total","Male","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2020","1003",""
"France","2018","Total","Male","100 +","Data tabulated by year of occurrence","Final figure, complete","2020","1086",""
"France","2018","Total","Male","101","Data tabulated by year of occurrence","Final figure, complete","2020","224",""
"France","2018","Total","Male","102","Data tabulated by year of occurrence","Final figure, complete","2020","136",""
"France","2018","Total","Male","103","Data tabulated by year of occurrence","Final figure, complete","2020","123",""
"France","2018","Total","Male","104","Data tabulated by year of occurrence","Final figure, complete","2020","90",""
"France","2018","Total","Male","105","Data tabulated by year of occurrence","Final figure, complete","2020","46",""
"France","2018","Total","Male","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2020","81",""
"France","2018","Total","Male","106","Data tabulated by year of occurrence","Final figure, complete","2020","14",""
"France","2018","Total","Male","107","Data tabulated by year of occurrence","Final figure, complete","2020","11",""
"France","2018","Total","Male","108","Data tabulated by year of occurrence","Final figure, complete","2020","6",""
"France","2018","Total","Male","109","Data tabulated by year of occurrence","Final figure, complete","2020","4",""
"France","2018","Total","Male","110 +","Data tabulated by year of occurrence","Final figure, complete","2020","2",""
